,accrual_date,maturity_date,interest_payment_freuency,original_coupon_rate,nominal_value,accrual_compounding_method,business_day_convention_code
20210,2021-08-19,2023-08-21,2,7.0080000,null,null,5
20211,null,null,1,null,1000.000000,6,5
20212,2021-08-26,2024-08-26,3,4.3000000,1000.000000,null,5
20213,2021-12-02,2023-06-01,5,10.0000000,null,null,5
20214,null,2022-08-10,null,null,null,null,null
20215,null,2022-08-12,null,null,null,null,null
20216,2015-07-24,2015-11-02,2,12.0000000,null,null,5
20217,2021-11-24,2022-11-30,2,1.1225000,null,null,5
20218,2020-03-17,2022-09-19,5,null,null,null,5
20219,null,2022-08-10,null,null,null,null,null
20220,null,2022-12-02,5,null,null,null,null
20221,2015-05-15,2036-05-15,1,8.2500000,1000000.000000,null,5
20222,null,null,1,null,1000.000000,6,5
20223,null,2022-11-09,5,7.2500000,null,null,null
20224,null,2022-11-25,null,0.0000000,100.000000,null,null
20225,2007-10-17,2027-10-15,1,null,1000.000000,6,5
20226,null,2022-03-09,null,null,null,null,null
20227,null,2022-03-11,null,null,null,null,null
20228,2021-11-22,2022-05-25,2,8.2800000,null,null,5
20229,null,2022-05-27,null,null,null,null,null
20230,null,2022-08-22,null,null,null,null,null
20231,null,2022-10-28,null,0.0000000,100.000000,null,null
20232,null,2022-06-01,null,null,null,null,null
20233,null,2022-05-23,5,null,null,null,null
20234,2015-07-28,2015-11-04,2,11.3700000,null,null,5
20235,null,null,1,null,1000.000000,6,3
20236,null,2022-06-07,36,13.0000000,null,null,null
20237,2022-10-01,2024-10-01,1,null,1000.000000,6,5
20238,null,2022-08-12,null,null,null,null,null
20239,2022-03-16,2031-12-24,null,1.0000000,null,null,5
20240,null,2024-09-02,null,null,null,null,null
20241,2021-12-06,2022-12-06,5,14.5000000,1000.000000,null,2
20242,null,null,1,null,1000.000000,6,5
20243,null,2022-08-11,null,null,null,null,null
20244,null,2026-12-14,null,0.0000000,1000.000000,null,null
20245,null,2022-03-24,null,null,null,null,null
20246,null,null,1,null,1000.000000,6,5
20247,2015-02-26,2030-02-26,1,2.7000000,null,null,5
20248,null,2022-06-03,null,0.0000000,1000.000000,null,null
20249,null,null,1,null,1000.000000,6,5
20250,2020-03-17,2030-03-18,36,0.0100000,null,null,5
20251,null,null,1,null,1000.000000,6,5
20252,2020-03-17,2023-03-17,2,null,null,null,5
20253,2007-12-12,2034-12-12,1,7.9000000,1000.000000,3,null
20254,null,2022-12-08,36,null,null,null,null
20255,null,2022-05-25,null,null,null,null,null
20256,null,2022-08-10,null,null,null,null,null
20257,null,2022-03-24,null,null,null,null,null
20258,null,2022-08-12,null,null,null,null,null
20259,null,2022-08-03,null,null,null,null,null
20260,null,2022-08-17,2,8.0000000,null,null,null
20261,2022-07-15,2023-07-01,36,null,1000.000000,6,5
20262,null,2022-08-10,null,null,null,null,null
20263,2021-11-18,2022-11-18,null,4.0000000,null,null,5
20264,2021-10-07,2022-10-13,36,null,null,null,5
20265,null,2025-11-09,null,12.5100000,null,null,null
20266,null,2024-05-06,null,null,null,null,null
20267,null,2023-11-13,null,12.2200000,null,null,null
20268,null,2026-11-23,null,0.0000000,null,null,null
20269,2018-08-01,2023-08-07,5,null,null,null,2
20270,2016-07-28,2016-11-04,2,12.1600000,null,null,5
20271,2021-09-02,2024-09-03,5,9.0000000,null,null,5
20272,2021-11-19,2022-11-21,5,7.1500000,null,null,5
20273,2021-11-19,2022-08-24,2,16.9500000,null,null,5
20274,null,null,1,null,1000.000000,6,5
20275,null,null,1,null,1000.000000,6,5
20276,null,2022-03-24,null,null,null,null,null
20277,null,2022-12-12,null,0.0000000,null,null,null
20278,null,2023-03-06,5,6.4000000,null,null,null
20279,2020-05-04,2022-05-04,5,0.0000000,1000.000000,5,5
20280,null,2025-01-28,null,8.0900000,10000.000000,null,5
20281,2021-11-16,2022-11-21,2,12.0000000,null,null,5
20282,null,2022-08-10,null,null,null,null,null
20283,2021-08-16,2028-02-15,5,null,1000.000000,null,2
20284,null,2022-05-26,null,null,null,null,null
20285,2020-04-14,2040-04-14,3,null,1.000000,null,5
20286,null,null,1,null,1000.000000,6,5
20287,2020-03-17,2025-04-17,2,null,null,null,5
20288,2021-11-17,2022-11-17,2,12.0000000,null,null,5
20289,null,2022-04-25,null,null,null,null,null
20290,2021-11-09,2022-03-11,2,8.0000000,null,null,2
20291,null,2022-08-12,null,null,null,null,null
20292,2021-12-08,2022-12-09,2,12.0000000,null,null,5
20293,null,2022-03-24,null,null,null,null,null
20294,null,2022-04-06,null,null,null,null,null
20295,null,2022-06-30,null,0.0000000,1000.000000,null,null
20296,null,2022-08-12,null,null,null,null,null
20297,2020-02-21,2040-02-21,3,2.5000000,100000.000000,null,5
20298,2021-11-19,2022-09-21,36,4.7500000,1000.000000,null,5
20299,null,2023-11-13,null,12.3500000,null,null,null
20300,null,2024-11-22,null,0.0000000,1000.000000,null,null
20301,null,2022-11-23,null,0.0000000,100.000000,null,null
20302,null,2022-08-22,null,null,null,null,null
20303,null,2026-08-17,null,null,null,null,null
20304,null,2022-11-15,null,0.0000000,100.000000,null,null
20305,2021-11-24,2023-11-24,5,6.0000000,null,null,5
20306,2021-11-29,2022-06-02,2,8.0400000,null,null,5
20307,null,2022-03-24,null,null,null,null,null
20308,2012-06-08,2022-06-08,1,2.7500000,1000.000000,6,3
20309,null,2022-05-26,null,null,null,null,null
20310,null,2023-09-08,3,5.7000000,null,null,null
20311,null,null,null,null,null,null,null
20312,null,null,1,null,1000.000000,6,5
20313,2015-07-22,2016-01-29,2,10.0000000,null,null,5
20314,null,2022-08-12,null,null,null,null,null
20315,null,null,1,null,1000.000000,6,5
20316,null,null,1,null,1000.000000,6,5
20317,2006-03-13,2036-03-14,null,null,10000000.000000,null,null
20318,2021-11-23,2022-11-28,2,6.0000000,null,null,5
20319,null,2024-07-12,null,0.0000000,100000.000000,null,null
20320,null,2022-08-12,null,null,null,null,null
20321,2018-08-13,2024-11-13,3,0.4500000,1000.000000,null,5
20322,2019-10-04,2022-09-02,5,1.6930000,10000.000000,null,5
20323,2021-11-18,2033-11-15,1,2.3500000,1000.000000,6,5
20324,null,2022-05-25,null,0.0000000,100.000000,null,null
20325,null,2022-08-22,null,null,null,null,null
20326,2021-11-19,2023-11-20,2,0.5000000,1000.000000,4,5
20327,null,2035-05-15,null,null,null,null,null
20328,2021-11-25,2022-05-27,2,23.7100000,null,null,5
20329,null,2026-07-27,null,0.0000000,1000.000000,null,null
20330,2021-08-16,2023-08-16,5,null,1000.000000,null,5
20331,null,2022-08-15,null,null,null,null,null
20332,null,2022-05-27,null,null,null,null,null
20333,2020-04-06,2023-04-11,5,8.0999000,null,null,5
20334,null,2022-08-11,null,null,null,null,null
20335,null,2024-09-11,null,null,null,null,null
20336,null,2036-03-27,null,2.7500000,null,null,null
20337,2020-08-26,2027-08-26,1,0.8000000,1000.000000,6,5
20338,2021-11-16,2022-12-23,36,18.0000000,1000.000000,null,5
20339,2021-11-22,2025-11-24,5,null,null,null,5
20340,null,2022-08-22,null,null,null,null,null
20341,null,2022-08-22,null,null,null,null,null
20342,null,2022-08-11,null,null,null,null,null
20343,null,2022-05-19,null,0.0000000,100.000000,null,null
20344,2021-12-01,2022-06-06,2,14.6196000,null,null,null
20345,2021-08-25,2022-08-30,2,12.0000000,null,null,5
20346,null,null,1,null,1000.000000,6,5
20347,2021-11-17,2053-12-21,5,null,null,null,5
20348,2021-11-24,2022-05-27,2,9.8400000,null,null,5
20349,2021-11-10,2022-12-23,36,11.5000000,1000.000000,null,5
20350,2001-05-24,2031-07-01,2,null,1.000000,null,null
20351,null,2022-08-15,null,null,null,null,null
20352,null,2022-08-10,null,null,null,null,null
20353,2021-12-27,2023-06-23,3,4.0000000,1000.000000,null,5
20354,2021-11-29,2022-04-06,2,15.9996000,null,null,5
20355,null,null,1,null,1000.000000,6,5
20356,null,2026-08-05,null,0.0000000,100.000000,null,null
20357,null,2022-08-22,null,null,null,null,null
20358,null,2022-08-22,null,null,null,null,null
20359,2019-12-24,2024-12-24,36,0.0000000,1000.000000,6,2
20360,2021-11-22,2023-11-22,2,null,null,null,null
20361,2021-12-14,2024-06-14,1,1.0000000,1000.000000,6,5
20362,2011-04-19,2031-03-25,35,6.6400000,100.000000,5,5
20363,null,2022-08-12,null,null,null,null,null
20364,2015-07-23,2016-01-28,2,11.0000000,null,null,5
20365,2021-11-04,2022-05-06,2,15.0000000,339000.000000,null,2
20366,2021-11-29,2022-11-29,5,10.9000000,1000.000000,null,5
20367,2019-09-05,2022-03-03,36,0.0000000,1000.000000,6,2
20368,null,2057-12-17,null,0.0000000,null,null,null
20369,2019-10-04,2024-10-01,5,1.7880000,10000.000000,null,5
20370,null,2022-08-15,null,null,null,null,null
20371,null,2019-07-26,1,4.0000000,null,null,null
20372,null,2023-08-29,null,0.0000000,1000.000000,null,null
20373,null,null,1,null,1000.000000,6,5
20374,null,2024-06-04,null,null,null,null,null
20375,null,2022-08-15,null,null,null,null,null
20376,2021-11-18,2031-11-18,5,5.1800000,200000.000000,null,2
20377,2014-09-18,2024-09-18,3,10.2500000,1000000.000000,null,5
20378,2015-07-29,2022-10-27,1,1.6500000,null,null,5
20379,null,2022-05-19,null,null,null,null,null
20380,2021-11-24,2024-05-28,5,null,null,null,5
20381,2021-11-16,2022-03-18,2,11.6400000,null,null,5
20382,2021-11-30,2022-12-07,2,9.4500000,null,null,5
20383,2021-11-29,2022-06-02,2,5.0700000,null,null,5
20384,null,2022-08-05,null,null,null,null,null
20385,null,2024-03-22,null,null,null,null,null
20386,null,2022-07-05,3,5.3000000,null,null,null
20387,null,null,1,null,1000.000000,6,5
20388,2021-12-01,2022-12-01,5,10.0000000,null,null,2
20389,null,null,1,null,1000.000000,6,5
20390,2021-11-29,2022-06-07,2,8.0000000,null,null,5
20391,null,2022-08-15,null,null,null,null,null
20392,2021-12-08,2023-12-08,5,null,1000.000000,null,5
20393,2021-11-23,2022-11-23,5,5.3100000,null,null,5
20394,2021-11-12,2022-07-12,2,10.0000000,null,null,5
20395,2015-07-23,2016-07-27,2,12.1000000,null,null,5
20396,null,2023-05-11,null,7.9100000,null,null,null
20397,null,2023-04-10,null,7.6500000,null,null,null
20398,null,2022-03-25,null,0.0000000,100000.000000,null,null
20399,2020-08-27,2025-08-27,1,0.6250000,1000.000000,6,5
20400,2021-11-10,2022-09-23,36,4.5000000,1000.000000,null,5
20401,null,2022-08-22,null,null,null,null,null
20402,null,2022-08-04,null,null,null,null,null
20403,null,2028-11-21,null,0.0000000,null,null,null
20404,2020-02-05,2025-02-05,36,0.0000000,1000.000000,6,2
20405,2022-03-23,2027-01-07,3,1.6500000,null,null,5
20406,2022-06-01,2025-06-01,1,3.4800000,5000.000000,6,5
20407,null,2022-05-24,5,10.0000000,null,null,null
20408,null,2022-08-01,null,null,null,null,null
20409,null,2023-11-06,null,12.6500000,null,null,null
20410,2015-07-28,2035-07-27,1,1.2830000,100000000.000000,null,4
20411,2015-07-10,2022-07-10,3,3.9400000,100.000000,null,5
20412,2019-11-05,2022-11-03,36,0.0000000,1000.000000,6,2
20413,2022-03-24,2023-03-24,5,1.5200000,null,null,5
20414,null,2022-08-15,null,null,null,null,null
20415,null,null,36,5.2800000,null,null,null
20416,null,null,1,null,1000.000000,6,5
20417,null,2022-07-27,null,null,null,null,null
20418,null,null,1,null,1000.000000,6,5
20419,null,null,1,null,1000.000000,6,5
20420,2021-12-01,2022-06-03,2,20.0004000,null,null,5
20421,2021-11-30,2022-06-01,36,null,null,null,5
20422,null,2022-08-04,null,null,null,null,null
20423,null,null,1,null,1000.000000,6,5
20424,null,null,null,null,null,null,null
20425,null,2022-05-11,null,null,null,null,null
20426,2021-11-26,2023-11-27,5,null,null,null,5
20427,2021-10-07,2034-07-24,1,20.0000000,null,null,5
20428,null,2022-03-07,null,null,null,null,null
20429,null,null,5,0.0000000,1000.000000,5,2
20430,null,2022-08-12,null,null,null,null,null
20431,null,2045-07-28,null,0.0000000,null,null,null
20432,null,2030-08-06,null,0.0000000,null,null,null
20433,2018-08-03,2023-08-03,1,2.5000000,1000.000000,6,5
20434,null,null,null,null,null,null,null
20435,2021-12-03,2025-12-03,3,0.0000000,100000.000000,null,5
20436,2015-07-21,2023-07-21,3,1.0800000,100000.000000,null,5
20437,2015-07-27,2035-07-27,1,1.2530000,10000000.000000,null,4
20438,null,2022-10-10,3,4.0000000,null,null,null
20439,null,null,1,null,1000.000000,6,5
20440,2021-11-29,2022-12-01,35,10.1604000,250000.000000,null,5
20441,2021-11-23,2024-11-23,3,3.4900000,100.000000,null,5
20442,null,2027-01-12,3,null,null,null,null
20443,2021-11-18,2022-05-23,2,43.7796000,null,null,2
20444,2021-11-29,2023-11-29,2,8.1996000,null,null,5
20445,null,null,1,null,1000.000000,6,5
20446,2020-01-31,2030-01-31,36,0.0000000,1000.000000,6,2
20447,2022-03-10,2022-06-10,36,0.3300000,null,null,5
20448,2016-07-14,2026-07-17,1,0.2000000,100000000.000000,null,4
20449,null,null,5,0.0000000,1000.000000,5,2
20450,2014-07-14,2024-07-15,3,2.2500000,100000.000000,null,5
20451,2021-12-06,2022-12-07,5,1.0000000,null,null,5
20452,null,2023-01-14,null,6.0000000,null,null,null
20453,null,2022-09-14,null,0.0000000,null,null,null
20454,2021-12-02,2022-09-07,2,10.0800000,null,null,5
20455,null,null,1,null,1000.000000,6,5
20456,null,2025-08-04,null,0.0000000,null,null,null
20457,null,null,5,0.0000000,1000.000000,5,2
20458,null,2023-12-14,1,0.0000000,1000.000000,6,5
20459,2021-12-06,2022-12-13,2,8.0000000,null,null,5
20460,2022-02-28,2023-06-19,36,8.5000000,1000.000000,null,5
20461,2015-07-20,2022-07-20,1,3.5000000,1000.000000,6,5
20462,2021-11-16,2022-12-23,36,8.0000000,1000.000000,null,5
20463,null,2022-08-15,null,0.0000000,100.000000,null,null
20464,null,2022-11-23,36,null,1000.000000,null,null
20465,null,2022-08-01,null,null,null,null,null
20466,null,2035-08-14,null,0.0000000,null,null,null
20467,null,2022-04-08,null,0.0000000,null,null,null
20468,null,2022-08-02,5,3.5200000,null,null,null
20469,null,2025-01-30,null,0.0000000,1000.000000,null,null
20470,null,2022-10-17,5,null,null,null,null
20471,null,2022-08-12,null,null,null,null,null
20472,null,2024-08-09,null,null,null,null,null
20473,null,2026-06-18,null,8.7500000,null,null,null
20474,null,2021-12-17,null,null,null,null,null
20475,2006-04-25,2028-10-25,1,7.5000000,1000.000000,6,null
20476,null,2026-03-17,null,0.0000000,1000.000000,null,null
20477,2020-03-31,2030-03-29,2,1.2000000,1000.000000,4,5
20478,null,2022-08-23,null,null,null,null,null
20479,null,null,1,null,1000.000000,6,5
20480,2019-10-02,2022-10-02,5,1.9700000,10000.000000,null,5
20481,null,2024-07-01,1,null,1000.000000,6,5
20482,2016-07-28,2017-02-06,2,9.0000000,null,null,5
20483,null,null,1,null,1000.000000,6,5
20484,2020-03-18,2040-03-19,null,null,100000000.000000,null,5
20485,null,null,5,0.0000000,1000.000000,5,2
20486,null,2022-08-10,null,null,null,null,null
20487,null,2023-08-24,null,0.0000000,1000.000000,null,null
20488,2021-11-24,2022-07-28,2,8.2800000,null,null,5
20489,null,2024-11-05,null,null,null,null,null
20490,null,2022-08-08,null,null,null,null,null
20491,null,2024-07-16,5,null,null,null,null
20492,2021-08-27,2022-09-06,2,15.0000000,null,null,5
20493,null,2023-06-01,null,null,null,null,null
20494,2020-03-17,2022-03-17,5,null,1000.000000,null,5
20495,null,2023-04-10,5,null,null,null,null
20496,null,2022-04-20,null,null,null,null,null
20497,2021-11-30,2022-08-01,2,18.8000000,null,null,5
20498,null,2024-08-15,null,null,null,null,null
20499,null,2022-03-16,null,null,null,null,null
20500,null,2025-01-03,null,0.0000000,1000.000000,null,null
20501,null,2022-09-06,null,0.0000000,1000.000000,null,null
20502,2005-12-19,2025-12-19,1,5.2060000,1000.000000,6,3
20503,null,2022-08-17,1,30.0000000,null,null,null
20504,null,null,1,null,1000.000000,6,5
20505,null,2024-06-21,null,0.0000000,null,null,null
20506,null,2022-10-18,null,null,null,null,null
20507,2018-08-15,2028-08-15,1,null,100000000.000000,null,5
20508,null,null,1,null,1000.000000,6,3
20509,2021-02-01,2051-02-01,36,0.1000000,25.000000,6,5
20510,2022-02-28,2023-03-31,5,5.1470000,1000000.000000,null,2
20511,null,2022-08-10,null,null,null,null,null
20512,null,null,5,0.0000000,1000.000000,5,2
20513,null,2022-08-08,null,null,null,null,null
20514,2011-01-28,2037-02-27,36,null,25000.000000,null,null
20515,null,2016-08-18,null,0.0000000,null,null,null
20516,null,null,1,null,1000.000000,6,5
20517,null,2023-06-28,5,5.7580000,null,null,null
20518,2022-03-02,2023-03-22,36,20.0000000,1000.000000,null,5
20519,2020-05-08,2033-03-18,5,null,null,null,5
20520,null,2022-08-17,null,0.0000000,100.000000,null,null
20521,2020-03-23,2023-03-23,1,1.5000000,1000.000000,6,5
20522,null,2022-11-23,5,null,null,null,null
20523,null,2022-03-11,null,null,null,null,null
20524,null,2026-08-17,null,null,null,null,null
20525,null,2022-08-25,null,0.0000000,100.000000,null,null
20526,null,null,null,null,null,null,null
20527,2021-12-07,2022-12-08,2,17.7000000,null,null,5
20528,null,2024-09-02,null,null,null,null,null
20529,null,2025-03-19,null,null,null,null,null
20530,2019-10-16,2022-12-22,1,0.5500000,null,null,5
20531,null,2022-08-12,null,null,null,null,null
20532,2020-03-16,2022-03-16,5,null,1000.000000,null,5
20533,null,2022-08-26,null,0.0000000,null,null,null
20534,null,2022-10-18,null,null,null,null,null
20535,null,2023-09-18,null,0.0000000,1000.000000,null,null
20536,null,2024-07-04,null,null,null,null,null
20537,2021-11-15,2023-11-06,5,8.0000000,null,null,5
20538,null,2027-02-08,null,0.0000000,1000.000000,null,null
20539,2021-12-06,2024-12-09,null,3.7000000,null,null,5
20540,null,2022-08-10,null,null,null,null,null
20541,null,2025-03-03,null,0.0000000,1000.000000,null,null
20542,2020-03-24,2025-01-10,5,null,1000.000000,null,2
20543,null,2023-02-23,5,null,null,null,null
20544,null,2022-06-28,null,null,null,null,null
20545,null,2022-05-17,null,0.0000000,100.000000,null,null
20546,null,2024-08-29,null,null,null,null,null
20547,null,2022-12-20,null,null,null,null,null
20548,null,2031-11-05,null,0.0000000,1000.000000,null,null
20549,null,null,1,null,1000.000000,6,5
20550,null,null,1,null,1000.000000,6,5
20551,null,2022-12-17,null,2.5200000,null,null,null
20552,null,2024-04-01,null,8.7300000,null,null,null
20553,null,2022-08-22,null,null,null,null,null
20554,null,2025-06-09,null,null,null,null,null
20555,null,2022-10-17,null,null,null,null,null
20556,null,2022-08-12,null,null,null,null,null
20557,null,2025-03-06,null,null,null,null,null
20558,null,2022-11-24,5,null,5000.000000,null,null
20559,null,2024-08-16,null,null,null,null,null
20560,null,2022-07-01,null,0.0000000,null,null,null
20561,null,2022-12-12,5,null,null,null,null
20562,null,2022-08-12,null,null,null,null,null
20563,2012-04-01,2035-04-01,1,3.9000000,500.000000,6,5
20564,2021-11-17,2026-11-17,3,4.4500000,100.000000,null,5
20565,null,2022-08-22,null,null,null,null,null
20566,null,2022-08-11,null,null,null,null,null
20567,null,2025-05-21,null,null,null,null,null
20568,null,null,5,0.0000000,1000.000000,5,2
20569,null,2026-08-17,null,null,null,null,null
20570,2021-12-08,2022-06-10,2,null,null,null,null
20571,2021-07-06,2022-01-10,35,10.0002000,null,null,5
20572,2020-03-18,2026-03-18,3,0.0100000,1000.000000,null,5
20573,null,2022-08-22,null,null,null,null,null
20574,2021-08-20,2023-02-21,null,null,1000.000000,null,5
20575,2015-07-22,2016-08-10,2,null,null,null,3
20576,null,2025-03-06,null,null,null,null,null
20577,null,null,1,null,1000.000000,6,5
20578,2021-11-24,2022-11-29,2,10.0000000,10000.000000,null,5
20579,null,2022-08-11,null,null,null,null,null
20580,null,2025-07-01,null,0.0000000,1000.000000,null,null
20581,null,2023-08-16,5,7.1000000,null,null,null
20582,null,null,1,null,1000.000000,6,5
20583,2021-08-23,2023-02-24,5,17.5000000,null,null,5
20584,2020-03-25,2025-03-25,1,1.0000000,1000.000000,6,5
20585,null,2022-12-09,null,0.0000000,null,null,null
20586,2021-11-19,2022-03-24,36,3.0000000,1000.000000,null,5
20587,2021-11-23,2022-03-02,2,12.0000000,null,null,5
20588,null,2022-08-04,null,null,null,null,null
20589,2020-03-23,2023-03-23,2,5.0000000,null,null,5
20590,null,2022-04-18,null,null,null,null,null
20591,null,2022-08-22,null,null,null,null,null
20592,null,2023-11-22,null,11.4300000,null,null,null
20593,null,2022-08-10,null,null,null,null,null
20594,null,2022-08-11,null,null,null,null,null
20595,null,2022-12-15,2,null,null,null,null
20596,2008-01-31,2047-09-26,2,8.4700000,100.000000,4,5
20597,null,2022-05-16,null,null,null,null,null
20598,null,2022-05-13,null,null,null,null,null
20599,null,2022-06-02,36,0.1800000,null,null,null
20600,2002-11-26,2022-11-26,1,3.1250000,1000.000000,null,5
20601,null,2023-04-10,null,null,null,null,null
20602,null,2022-12-15,2,null,null,null,null
20603,null,null,5,0.0000000,1000.000000,5,2
20604,null,2022-08-11,null,null,null,null,null
